[1;31m[PHY]   put_queue: queue is full
[28.0] Checking tx_Data_request for 810823 times 
[28.0] Checking tx_Data_request for 810824 times 
[28.0] Checking tx_Data_request for 810825 times 
[28.0] Checking tx_Data_request for 810826 times 
[28.0] Checking tx_Data_request for 810827 times 
[28.0] Checking tx_Data_request for 810828 times 
[28.0] Checking tx_Data_request for 810829 times 
[28.0] Checking tx_Data_request for 810830 times 
[28.0] Checking tx_Data_request for 810831 times 
[28.0] Checking tx_Data_request for 810832 times 
[28.0] Checking tx_Data_request for 810833 times 
[28.0] Checking tx_Data_request for 810834 times 
[28.0] Checking tx_Data_request for 810835 times 
[28.0] Checking tx_Data_request for 810836 times 
[28.0] Checking tx_Data_request for 810837 times 
[28.0] Checking tx_Data_request for 810838 times 
[28.0] Checking tx_Data_request for 810839 times 
[28.0] Checking tx_Data_request for 810840 times 
[28.0] Checking tx_Data_request for 810841 times 
[28.0] Checking tx_Data_request for 810842 times 
[28.0] Checking tx_Data_request for 810843 times 
[28.0] Checking tx_Data_request for 810844 times 
[28.0] Checking tx_Data_request for 810845 times 
[28.0] Checking tx_Data_request for 810846 times 
[28.0] Checking tx_Data_request for 810847 times 
[28.0] Checking tx_Data_request for 810848 times 
[28.0] Checking tx_Data_request for 810849 times 
[28.0] Checking tx_Data_request for 810850 times 
[28.0] Checking tx_Data_request for 810851 times 
[28.0] Checking tx_Data_request for 810852 times 
[28.0] Checking tx_Data_request for 810853 times 
[28.0] Checking tx_Data_request for 810854 times 
[28.0] Checking tx_Data_request for 810855 times 
[28.0] Checking tx_Data_request for 810856 times 
[28.0] Checking tx_Data_request for 810857 times 
[28.0] Checking tx_Data_request for 810858 times 
[28.0] Checking tx_Data_request for 810859 times 
[28.0] Checking tx_Data_request for 810860 times 
[28.0] Checking tx_Data_request for 810861 times 
[28.0] Checking tx_Data_request for 810862 times 
[28.0] Checking tx_Data_request for 810863 times 
[28.0] Checking tx_Data_request for 810864 times 
[28.0] Checking tx_Data_request for 810865 times 
[28.0] Checking tx_Data_request for 810866 times 
[28.0] Checking tx_Data_request for 810867 times 
[28.0] Checking tx_Data_request for 810868 times 
[28.0] Checking tx_Data_request for 810869 times 
[28.0] Checking tx_Data_request for 810870 times 
[28.0] Checking tx_Data_request for 810871 times 
[28.0] Checking tx_Data_request for 810872 times 
[28.0] Checking tx_Data_request for 810873 times 
[28.0] Checking tx_Data_request for 810874 times 
[28.0] Checking tx_Data_request for 810875 times 
[28.0] Checking tx_Data_request for 810876 times 
[28.0] Checking tx_Data_request for 810877 times 
[28.0] Checking tx_Data_request for 810878 times 
[28.0] Checking tx_Data_request for 810879 times 
[28.0] Checking tx_Data_request for 810880 times 
[28.0] Checking tx_Data_request for 810881 times 
[28.0] Checking tx_Data_request for 810882 times 
[28.0] Checking tx_Data_request for 810883 times 
[28.0] Checking tx_Data_request for 810884 times 
[28.0] Checking tx_Data_request for 810885 times 
[28.0] Checking tx_Data_request for 810886 times 
[28.0] Checking tx_Data_request for 810887 times 
[28.0] Checking tx_Data_request for 810888 times 
[28.0] Checking tx_Data_request for 810889 times 
[28.0] Checking tx_Data_request for 810890 times 
[28.0] Checking tx_Data_request for 810891 times 
[28.0] Checking tx_Data_request for 810892 times 
[28.0] Checking tx_Data_request for 810893 times 
[28.0] Checking tx_Data_request for 810894 times 
[28.0] Checking tx_Data_request for 810895 times 
[2[1;31m[PHY]   put_queue: queue is full
[0m[1;31m[NR_PHY]   put_queue failed for sfn slot.
[0m[1;31m[PHY]   put_queue: queue is full
[0m[1;31m[NR_PHY]   put_queue failed for sfn slot.
[0m8.0] Checking tx_Data_request for 810896 times 
[28.0] Checking tx_Data_request for 810897 times 
[28.0] Checking tx_Data_request for 810898 times 
[28.0] Checking tx_Data_request for 810899 times 
[28.0] Checking tx_Data_request for 810900 times 
[28.0] Checking tx_Data_request for 810901 times 
[28.0] Checking tx_Data_request for 810902 times 
[28.0] Checking tx_Data_request for 810903 times 
[28.0] Checking tx_Data_request for 810904 times 
[28.0] Checking tx_Data_request for 810905 times 
[28.0] Checking tx_Data_request for 810906 times 
[28.0] Checking tx_Data_request for 810907 times 
[28.0] Checking tx_Data_request for 810908 times 
[28.0] Checking tx_Data_request for 810909 times 
[28.0] Checking tx_Data_request for 810910 times 
[28.0] Checking tx_Data_request for 810911 times 
[28.0] Checking tx_Data_request for 810912 times 
[28.0] Checking tx_Data_request for 810913 times 
[28.0] Checking tx_Data_request for 810914 times 
[28.0] Checking tx_Data_request for 810915 times 
[28.0] Checking tx_Data_request for 810916 times 
[28.0] Checking tx_Data_request for 810917 times 
[28.0] Checking tx_Data_request for 810918 times 
[28.0] Checking tx_Data_request for 810919 times 
[28.0] Checking tx_Data_request for 810920 times 
[28.0] Checking tx_Data_request for 810921 times 
[28.0] Checking tx_Data_request for 810922 times 
[28.0] Checking tx_Data_request for 810923 times 
[28.0] Checking tx_Data_request for 810924 times 
[28.0] Checking tx_Data_request for 810925 times 
[28.0] Checking tx_Data_request for 810926 times 
[28.0] Checking tx_Data_request for 810927 times 
[28.0] Checking tx_Data_request for 810928 times 
[28.0] Checking tx_Data_request for 810929 times 
[28.0] Checking tx_Data_request for 810930 times 
[28.0] Checking tx_Data_request for 810931 times 
[28.0] Checking tx_Data_request for 810932 times 
[28.0] Checking tx_Data_request for 810933 times 
[28.0] Checking tx_Data_request for 810934 times 
[28.0] Checking tx_Data_request for 810935 times 
[28.0] Checking tx_Data_request for 810936 times 
[28.0] Checking tx_Data_request for 810937 times 
[28.0] Checking tx_Data_request for 810938 times 
[28.0] Checking tx_Data_request for 810939 times 
[28.0] Checking tx_Data_request for 810940 times 
[28.0] Checking tx_Data_request for 810941 times 
[28.0] Checking tx_Data_request for 810942 times 
[28.0] Checking tx_Data_request for 810943 times 
[28.0] Checking tx_Data_request for 810944 times 
[28.0] Checking tx_Data_request for 810945 times 
[28.0] Checking tx_Data_request for 810946 times 
[28.0] Checking tx_Data_request for 810947 times 
[28.0] Checking tx_Data_request for 810948 times 
[28.0] Checking tx_Data_request for 810949 times 
[28.0] Checking tx_Data_request for 810950 times 
[28.0] Checking tx_Data_request for 810951 times 
[28.0] Checking tx_Data_request for 810952 times 
[28.0] Checking tx_Data_request for 810953 times 
[28.0] Checking tx_Data_request for 810954 times 
[28.0] Checking tx_Data_request for 810955 times 
[28.0] Checking tx_Data_request for 810956 times 
[28.0] Checking tx_Data_request for 810957 times 
[28.0] Checking tx_Data_request for 810958 times 
[28.0] Checking tx_Data_request for 810959 times 
[28.0] Checking tx_Data_request for 810960 times 
[28.0] Checking tx_Data_request for 810961 times 
[28.0] Checking tx_Data_request for 810962 times 
[28.0] Checking tx_Data_request for 810963 times 
[28.0] Checking tx_Data_request for 810964 times 
[28.0] Checking tx_Data_request for 810965 times 
[28.0] Checking tx_Data_request for 810966 times 
[28.0] Checking tx_Data_request for 810967 times 
[28.0] Checking tx_Data_request for 810968 times 
[28.0] Checking tx_Data_request for 810969 times 
[28.0] Checking tx_Data_request for 810970 times 
[28.0] Checking tx_Data_request for 810971 times 
[28.0] Checking tx_Data_request for 810972 times 
[28.0] Checking tx_Data_request for 810973 times 
[28.0] Checking tx_Data_request for 810974 times 
[28.0] Checking tx_Data_request for 810975 times 
[28.0] Checking tx_Data_request for 810976 times 
[28.0] Checking tx_Data_request for 810977 times[1;31m[PHY]   put_queue: queue is full
[0m[1;31m[NR_PHY]   put_queue failed for sfn slot.
[0m[1;31m[PHY]   put_queue: queue is full
[0m[1;31m[NR_PHY]   put_queue failed for sfn slot.
[0m 
[28.0] Checking tx_Data_request for 810978 times 
[28.0] Checking tx_Data_request for 810979 times 
[28.0] Checking tx_Data_request for 810980 times 
[28.0] Checking tx_Data_request for 810981 times 
[28.0] Checking tx_Data_request for 810982 times 
[28.0] Checking tx_Data_request for 810983 times 
[28.0] Checking tx_Data_request for 810984 times 
[28.0] Checking tx_Data_request for 810985 times 
[28.0] Checking tx_Data_request for 810986 times 
[28.0] Checking tx_Data_request for 810987 times 
[28.0] Checking tx_Data_request for 810988 times 
[28.0] Checking tx_Data_request for 810989 times 
[28.0] Checking tx_Data_request for 810990 times 
[28.0] Checking tx_Data_request for 810991 times 
[28.0] Checking tx_Data_request for 810992 times 
[28.0] Checking tx_Data_request for 810993 times 
[28.0] Checking tx_Data_request for 810994 times 
[28.0] Checking tx_Data_request for 810995 times 
[28.0] Checking tx_Data_request for 810996 times 
[28.0] Checking tx_Data_request for 810997 times 
[28.0] Checking tx_Data_request for 810998 times 
[28.0] Checking tx_Data_request for 810999 times 
[28.0] Checking tx_Data_request for 811000 times 
[28.0] Checking tx_Data_request for 811001 times 
[28.0] Checking tx_Data_request for 811002 times 
[28.0] Checking tx_Data_request for 811003 times 
[28.0] Checking tx_Data_request for 811004 times 
[28.0] Checking tx_Data_request for 811005 times 
[28.0] Checking tx_Data_request for 811006 times 
[28.0] Checking tx_Data_request for 811007 times 
[28.0] Checking tx_Data_request for 811008 times 
[28.0] Checking tx_Data_request for 811009 times 
[28.0] Checking tx_Data_request for 811010 times 
[28.0] Checking tx_Data_request for 811011 times 
[28.0] Checking tx_Data_request for 811012 times 
[28.0] Checking tx_Data_request for 811013 times 
[28.0] Checking tx_Data_request for 811014 times 
[28.0] Checking tx_Data_request for 811015 times 
[28.0] Checking tx_Data_request for 811016 times 
[28.0] Checking tx_Data_request for 811017 times 
[28.0] Checking tx_Data_request for 811018 times 
[28.0] Checking tx_Data_request for 811019 times 
[28.0] Checking tx_Data_request for 811020 times 
[28.0] Checking tx_Data_request for 811021 times 
[28.0] Checking tx_Data_request for 811022 times 
[28.0] Checking tx_Data_request for 811023 times 
[28.0] Checking tx_Data_request for 811024 times 
[28.0] Checking tx_Data_request for 811025 times 
[28.0] Checking tx_Data_request for 811026 times 
[28.0] Checking tx_Data_request for 811027 times 
[28.0] Checking tx_Data_request for 811028 times 
[28.0] Checking tx_Data_request for 811029 times 
[28.0] Checking tx_Data_request for 811030 times 
[28.0] Checking tx_Data_request for 811031 times 
[28.0] Checking tx_Data_request for 811032 times 
[28.0] Checking tx_Data_request for 811033 times 
[28.0] Checking tx_Data_request for 811034 times 
[28.0] Checking tx_Data_request for 811035 times 
[28.0] Checking tx_Data_request for 811036 times 
[28.0] Checking tx_Data_request for 811037 times 
[28.0] Checking tx_Data_request for 811038 times 
[28.0] Checking tx_Data_request for 811039 times 
[28.0] Checking tx_Data_request for 811040 times 
[28.0] Checking tx_Data_request for 811041 times 
[28.0] Checking tx_Data_request for 811042 times 
[28.0] Checking tx_Data_request for 811043 times 
[28.0] Checking tx_Data_request for 811044 times 
[28.0] Checking tx_Data_request for 811045 times 
[28.0] Checking tx_Data_request for 811046 times 
[28.0] Checking tx_Data_request for 811047 times 
[28.0] Checking tx_Data_request for 811048 times 
[28.0] Checking tx_Data_request for 811049 times 
[28.0] Checking tx_Data_request for 811050 times 
[28.0] Checking tx_Data_request for 811051 times 
[28.0] Checking tx_Data_request for 811052 times 
[28.0] Checking tx_Data_request for 811053 times 
[28.0] Checking tx_Data_request for 811054 times 
[28.0] Checking tx_Data_request for 811055 times 
[28.0] Checking tx_Data_request for 811056 times 
[28.0] Checking tx_Data_request for 811057 times 
[28.0] Checking tx_Data_request for 811058 times 
[28.0] Checking tx_Data_request for 811059 t[1;31m[PHY]   put_queue: queue is full
[0m[1;31m[NR_PHY]   put_queue failed for sfn slot.
[0m[1;31m[PHY]   put_queue: queue is full
[0m[1;31m[NR_PHY]   put_queue failed for sfn slot.
[0mimes 
[28.0] Checking tx_Data_request for 811060 times 
[28.0] Checking tx_Data_request for 811061 times 
[28.0] Checking tx_Data_request for 811062 times 
[28.0] Checking tx_Data_request for 811063 times 
[28.0] Checking tx_Data_request for 811064 times 
[28.0] Checking tx_Data_request for 811065 times 
[28.0] Checking tx_Data_request for 811066 times 
[28.0] Checking tx_Data_request for 811067 times 
[28.0] Checking tx_Data_request for 811068 times 
[28.0] Checking tx_Data_request for 811069 times 
[28.0] Checking tx_Data_request for 811070 times 
[28.0] Checking tx_Data_request for 811071 times 
[28.0] Checking tx_Data_request for 811072 times 
[28.0] Checking tx_Data_request for 811073 times 
[28.0] Checking tx_Data_request for 811074 times 
[28.0] Checking tx_Data_request for 811075 times 
[28.0] Checking tx_Data_request for 811076 times 
[28.0] Checking tx_Data_request for 811077 times 
[28.0] Checking tx_Data_request for 811078 times 
[28.0] Checking tx_Data_request for 811079 times 
[28.0] Checking tx_Data_request for 811080 times 
[28.0] Checking tx_Data_request for 811081 times 
[28.0] Checking tx_Data_request for 811082 times 
[28.0] Checking tx_Data_request for 811083 times 
[28.0] Checking tx_Data_request for 811084 times 
[28.0] Checking tx_Data_request for 811085 times 
[28.0] Checking tx_Data_request for 811086 times 
[28.0] Checking tx_Data_request for 811087 times 
[28.0] Checking tx_Data_request for 811088 times 
[28.0] Checking tx_Data_request for 811089 times 
[28.0] Checking tx_Data_request for 811090 times 
[28.0] Checking tx_Data_request for 811091 times 
[28.0] Checking tx_Data_request for 811092 times 
[28.0] Checking tx_Data_request for 811093 times 
[28.0] Checking tx_Data_request for 811094 times 
[28.0] Checking tx_Data_request for 811095 times 
[28.0] Checking tx_Data_request for 811096 times 
[28.0] Checking tx_Data_request for 811097 times 
[28.0] Checking tx_Data_request for 811098 times 
[28.0] Checking tx_Data_request for 811099 times 
[28.0] Checking tx_Data_request for 811100 times 
[28.0] Checking tx_Data_request for 811101 times 
[28.0] Checking tx_Data_request for 811102 times 
[28.0] Checking tx_Data_request for 811103 times 
[28.0] Checking tx_Data_request for 811104 times 
[28.0] Checking tx_Data_request for 811105 times 
[28.0] Checking tx_Data_request for 811106 times 
[28.0] Checking tx_Data_request for 811107 times 
[28.0] Checking tx_Data_request for 811108 times 
[28.0] Checking tx_Data_request for 811109 times 
[28.0] Checking tx_Data_request for 811110 times 
[28.0] Checking tx_Data_request for 811111 times 
[28.0] Checking tx_Data_request for 811112 times 
[28.0] Checking tx_Data_request for 811113 times 
[28.0] Checking tx_Data_request for 811114 times 
[28.0] Checking tx_Data_request for 811115 times 
[28.0] Checking tx_Data_request for 811116 times 
[28.0] Checking tx_Data_request for 811117 times 
[28.0] Checking tx_Data_request for 811118 times 
[28.0] Checking tx_Data_request for 811119 times 
[28.0] Checking tx_Data_request for 811120 times 
[28.0] Checking tx_Data_request for 811121 times 
[28.0] Checking tx_Data_request for 811122 times 
[28.0] Checking tx_Data_request for 811123 times 
[28.0] Checking tx_Data_request for 811124 times 
[28.0] Checking tx_Data_request for 811125 times 
[28.0] Checking tx_Data_request for 811126 times 
[28.0] Checking tx_Data_request for 811127 times 
[28.0] Checking tx_Data_request for 811128 times 
[28.0] Checking tx_Data_request for 811129 times 
[28.0] Checking tx_Data_request for 811130 times 
[28.0] Checking tx_Data_request for 811131 times 
[28.0] Checking tx_Data_request for 811132 times 
[28.0] Checking tx_Data_request for 811133 times 
[28.0] Checking tx_Data_request for 811134 times 
[28.0] Checking tx_Data_request for 811135 times 
[28.0] Checking tx_Data_request for 811136 times 
[28.0] Checking tx_Data_request for 811137 times 
[28.0] Checking tx_Data_request for 811138 times 
[28.0] Checking tx_Data_request for 811139 times 
[28.0] Checking tx_Data_request for 811140 times 
[28.0] Checking tx_Data_request for 8111[1;31m[PHY]   put_queue: queue is full
[0m[1;31m[NR_PHY]   put_queue failed for sfn slot.
[0m41 times 
[28.0] Checking tx_Data_request for 811142 times 
[28.0] Checking tx_Data_request for 811143 times 
[28.0] Checking tx_Data_request for 811144 times 
[28.0] Checking tx_Data_request for 811145 times 
[28.0] Checking tx_Data_request for 811146 times 
[28.0] Checking tx_Data_request for 811147 times 
[28.0] Checking tx_Data_request for 811148 times 
[28.0] Checking tx_Data_request for 811149 times 
[28.0] Checking tx_Data_request for 811150 times 
[28.0] Checking tx_Data_request for 811151 times 
[28.0] Checking tx_Data_request for 811152 times 
[28.0] Checking tx_Data_request for 811153 times 
[28.0] Checking tx_Data_request for 811154 times 
[28.0] Checking tx_Data_request for 811155 times 
[28.0] Checking tx_Data_request for 811156 times 
[28.0] Checking tx_Data_request for 811157 times 
[28.0] Checking tx_Data_request for 811158 times 
[28.0] Checking tx_Data_request for 811159 times 
[28.0] Checking tx_Data_request for 811160 times 
[28.0] Checking tx_Data_request for 811161 times 
[28.0] Checking tx_Data_request for 811162 times 
[28.0] Checking tx_Data_request for 811163 times 
[28.0] Checking tx_Data_request for 811164 times 
[28.0] Checking tx_Data_request for 811165 times 
[28.0] Checking tx_Data_request for 811166 times 
[28.0] Checking tx_Data_request for 811167 times 
[28.0] Checking tx_Data_request for 811168 times 
[28.0] Checking tx_Data_request for 811169 times 
[28.0] Checking tx_Data_request for 811170 times 
[28.0] Checking tx_Data_request for 811171 times 
[28.0] Checking tx_Data_request for 811172 times 
[28.0] Checking tx_Data_request for 811173 times 
[28.0] Checking tx_Data_request for 811174 times 
[28.0] Checking tx_Data_request for 811175 times 
[28.0] Checking tx_Data_request for 811176 times 
[28.0] Checking tx_Data_request for 811177 times 
[28.0] Checking tx_Data_request for 811178 times 
[28.0] Checking tx_Data_request for 811179 times 
[28.0] Checking tx_Data_request for 811180 times 
[28.0] Checking tx_Data_request for 811181 times 
[28.0] Checking tx_Data_request for 811182 times 
[28.0] Checking tx_Data_request for 811183 times 
[28.0] Checking tx_Data_request for 811184 times 
[28.0] Checking tx_Data_request for 811185 times 
[28.0] Checking tx_Data_request for 811186 times 
[28.0] Checking tx_Data_request for 811187 times 
[28.0] Checking tx_Data_request for 811188 times 
[28.0] Checking tx_Data_request for 811189 times 
[28.0] Checking tx_Data_request for 811190 times 
[28.0] Checking tx_Data_request for 811191 times 
[28.0] Checking tx_Data_request for 811192 times 
[28.0] Checking tx_Data_request for 811193 times 
[28.0] Checking tx_Data_request for 811194 times 
[28.0] Checking tx_Data_request for 811195 times 
[28.0] Checking tx_Data_request for 811196 times 
[28.0] Checking tx_Data_request for 811197 times 
[28.0] Checking tx_Data_request for 811198 times 
[28.0] Checking tx_Data_request for 811199 times 
[28.0] Checking tx_Data_request for 811200 times 
[28.0] Checking tx_Data_request for 811201 times 
[28.0] Checking tx_Data_request for 811202 times 
[28.0] Checking tx_Data_request for 811203 times 
[28.0] Checking tx_Data_request for 811204 times 
[28.0] Checking tx_Data_request for 811205 times 
[28.0] Checking tx_Data_request for 811206 times 
[28.0] Checking tx_Data_request for 811207 times 
[28.0] Checking tx_Data_request for 811208 times 
[28.0] Checking tx_Data_request for 811209 times 
[28.0] Checking tx_Data_request for 811210 times 
[28.0] Checking tx_Data_request for 811211 times 
[28.0] Checking tx_Data_request for 811212 times 
[28.0] Checking tx_Data_request for 811213 times 
[28.0] Checking tx_Data_request for 811214 times 
[28.0] Checking tx_Data_request for 811215 times 
[28.0] Checking tx_Data_request for 811216 times 
[28.0] Checking tx_Data_request for 811217 times 
[28.0] Checking tx_Data_request for 811218 times 
[28.0] Checking tx_Data_request for 811219 times 
[28.0] Checking tx_Data_request for 811220 times 
[28.0] Checking tx_Data_request for 811221 times 
[28.0] Checking tx_Data_request for 811222 times 
[28.0] Checking tx_Data_request for [1;31m[PHY]   put_queue: queue is full
[0m[1;31m[NR_PHY]   put_queue failed for sfn slot.
[0m[1;31m[PHY]   put_queue: queue is full
[0m[1;31m[NR_PHY]   put_queue failed for sfn slot.
[0m811223 times 
[28.0] Checking tx_Data_request for 811224 times 
[28.0] Checking tx_Data_request for 811225 times 
[28.0] Checking tx_Data_request for 811226 times 
[28.0] Checking tx_Data_request for 811227 times 
[28.0] Checking tx_Data_request for 811228 times 
[28.0] Checking tx_Data_request for 811229 times 
[28.0] Checking tx_Data_request for 811230 times 
[28.0] Checking tx_Data_request for 811231 times 
[28.0] Checking tx_Data_request for 811232 times 
[28.0] Checking tx_Data_request for 811233 times 
[28.0] Checking tx_Data_request for 811234 times 
[28.0] Checking tx_Data_request for 811235 times 
[28.0] Checking tx_Data_request for 811236 times 
[28.0] Checking tx_Data_request for 811237 times 
[28.0] Checking tx_Data_request for 811238 times 
[28.0] Checking tx_Data_request for 811239 times 
[28.0] Checking tx_Data_request for 811240 times 
[28.0] Checking tx_Data_request for 811241 times 
[28.0] Checking tx_Data_request for 811242 times 
[28.0] Checking tx_Data_request for 811243 times 
[28.0] Checking tx_Data_request for 811244 times 
[28.0] Checking tx_Data_request for 811245 times 
[28.0] Checking tx_Data_request for 811246 times 
[28.0] Checking tx_Data_request for 811247 times 
[28.0] Checking tx_Data_request for 811248 times 
[28.0] Checking tx_Data_request for 811249 times 
[28.0] Checking tx_Data_request for 811250 times 
[28.0] Checking tx_Data_request for 811251 times 
[28.0] Checking tx_Data_request for 811252 times 
[28.0] Checking tx_Data_request for 811253 times 
[28.0] Checking tx_Data_request for 811254 times 
[28.0] Checking tx_Data_request for 811255 times 
[28.0] Checking tx_Data_request for 811256 times 
[28.0] Checking tx_Data_request for 811257 times 
[28.0] Checking tx_Data_request for 811258 times 
[28.0] Checking tx_Data_request for 811259 times 
[28.0] Checking tx_Data_request for 811260 times 
[28.0] Checking tx_Data_request for 811261 times 
[28.0] Checking tx_Data_request for 811262 times 
[28.0] Checking tx_Data_request for 811263 times 
[28.0] Checking tx_Data_request for 811264 times 
[28.0] Checking tx_Data_request for 811265 times 
[28.0] Checking tx_Data_request for 811266 times 
[28.0] Checking tx_Data_request for 811267 times 
[28.0] Checking tx_Data_request for 811268 times 
[28.0] Checking tx_Data_request for 811269 times 
[28.0] Checking tx_Data_request for 811270 times 
[28.0] Checking tx_Data_request for 811271 times 
[28.0] Checking tx_Data_request for 811272 times 
[28.0] Checking tx_Data_request for 811273 times 
[28.0] Checking tx_Data_request for 811274 times 
[28.0] Checking tx_Data_request for 811275 times 
[28.0] Checking tx_Data_request for 811276 times 
[28.0] Checking tx_Data_request for 811277 times 
[28.0] Checking tx_Data_request for 811278 times 
[28.0] Checking tx_Data_request for 811279 times 
[28.0] Checking tx_Data_request for 811280 times 
[28.0] Checking tx_Data_request for 811281 times 
[28.0] Checking tx_Data_request for 811282 times 
[28.0] Checking tx_Data_request for 811283 times 
[28.0] Checking tx_Data_request for 811284 times 
[28.0] Checking tx_Data_request for 811285 times 
[28.0] Checking tx_Data_request for 811286 times 
[28.0] Checking tx_Data_request for 811287 times 
[28.0] Checking tx_Data_request for 811288 times 
[28.0] Checking tx_Data_request for 811289 times 
[28.0] Checking tx_Data_request for 811290 times 
[28.0] Checking tx_Data_request for 811291 times 
[28.0] Checking tx_Data_request for 811292 times 
[28.0] Checking tx_Data_request for 811293 times 
[28.0] Checking tx_Data_request for 811294 times 
[28.0] Checking tx_Data_request for 811295 times 
[28.0] Checking tx_Data_request for 811296 times 
[28.0] Checking tx_Data_request for 811297 times 
[28.0] Checking tx_Data_request for 811298 times 
[28.0] Checking tx_Data_request for 811299 times 
[28.0] Checking tx_Data_request for 811300 times 
[28.0] Checking tx_Data_request for 811301 times 
[28.0] Checking tx_Data_request for 811302 times 
[28.0] Checking tx_Data_request for 811303 times 
[28.0] Checking tx_Data_request for 811304 times 
[28.0] Checking tx_Data_request [1;31m[PHY]   put_queue: queue is full
[0m[1;31m[NR_PHY]   put_queue failed for sfn slot.
[0m[1;31m[PHY]   put_queue: queue is full
[0m[1;31m[NR_PHY]   put_queue failed for sfn slot.
[0mfor 811305 times 
[28.0] Checking tx_Data_request for 811306 times 
[28.0] Checking tx_Data_request for 811307 times 
